syllabified	notSyllabified	numeric
york	york	1000
com;part;ment	compartment	10010001000
pre;mi;um	premium	1001010
bon;net	bonnet	100100
mul;ti;fac;et;ed	multifaceted	100101001010
trav;erse	traverse	10001000
ac;ro;bat	acrobat	1010100
so;pran;o	soprano	1010001
chap;man	chapman	1000100
quoth	quoth	10000
la;ger	lager	10100
heart;break	heartbreak	1000010000
pre;dict;a;bil;i;ty	predictability	10010001100110
col;le;giate	collegiate	1001010000
un;changed	unchanged	101000000
ex;trud;ed	extruded	10100010
old;en	olden	10010
un;suc;cess;ful	unsuccessful	101001000100
in;var;i;a;bly	invariably	1010011100
wheat	wheat	10000
tug	tug	100
pret;zel	pretzel	1000100
di;ver;si;fy;ing	diversifying	101001010100
stamp;er	stamper	1000010
tri;o	trio	1001
prac;ti;cal;ly	practically	10001010010
par;lia;ment	parliament	1001001000
the;oc;ra;cy	theocracy	100101010
in;no;cent;ly	innocently	1010100010
class	class	10000
hy;drox;ide	hydroxide	101000100
in;ten;si;ty	intensity	101001010
peaked	peaked	100000
al;to	alto	1010
de;fi;ant	defiant	1010100
for;est;er	forester	10010010
un;der;wa;ter	underwater	1010010100
re;fut;ed	refuted	1010010
re;gion;al	regional	10100010
os;cil;la;to;ry	oscillatory	10100101010
dis;arm;ing	disarming	100100100
conc	conc	1000
car;cin;o;gen;ic	carcinogenic	100100110010
prep;a;ra;tion	preparation	10001101000
clar;et	claret	100010
sales	sales	10000
pa;ti;os	patios	101010
twine	twine	10000
con;cat;e;na;tion	concatenation	1001001101000
an;tic;i;pa;tion	anticipation	101001101000
sol;emn	solemn	100100
bor;der;line	borderline	1001001000
lev;elled	levelled	10010000
voice	voice	10000
cul;tur;al;ly	culturally	1001001010
in;dem;ni;fy	indemnify	101001010
sem;i;con;duc;tor	semiconductor	1001100100100
rem;nant	remnant	1001000
in;ward	inward	101000
eve;ry;one	everyone	10010100
de;fec;tive	defective	101001000
spar;ring	sparring	10001000
tub;ing	tubing	100100
bar;ri;cade	barricade	100101000
eye;ing	eyeing	100100
pan;cake	pancake	1001000
e;mit;ting	emitting	11001000
lay;ette	layette	1001000
ex;plo;sive	explosive	101001000
an;i;mal	animal	101100
o;mit;ted	omitted	1100100
oc;cu;pa;tion	occupation	1010101000
my;co;bac;te;ri;um	mycobacterium	1010100101010
con;firm	confirm	1001000
in;tend;ed	intended	10100010
biff	biff	1000
pleas;er	pleaser	1000010
goods	goods	10000
wick;er	wicker	100010
cav;a;lier	cavalier	10011000
tag	tag	100
delft	delft	10000
an;ge;lus	angelus	1010100
cyst	cyst	1000
spoils	spoils	100000
run;down	rundown	1001000
crow;bar	crowbar	1000100
din;ner;ware	dinnerware	1001001000
cur;tail	curtail	1001000
ac;u;men	acumen	101100
decks	decks	10000
war;ring	warring	1001000
est	est	100
pais;ley	paisley	1000100
com;men;tar;ies	commentaries	100100100100
rat;er	rater	10010
blaz;es	blazes	100010
in;ject	inject	101000
ker;a;tin	keratin	1001100
gen	gen	100
con;duct;ance	conductance	10010001000
mac;ro;mo;lec;u;lar	macromolecular	10010101001100
means	means	10000
ac;cel;er;at;ed	accelerated	10100101010
sta;bi;liz;er	stabilizer	1001010010
spoil	spoil	10000
wave;guide	waveguide	100010000
tid;ings	tidings	1001000
crus;tal	crustal	1000100
hy;drox;yl	hydroxyl	10100010
pro;stat;ic	prostatic	100100010
lice	lice	1000
ol;ive	olive	10100
frank;fort	frankfort	100001000
so;phis;ti;cat;ed	sophisticated	1010001010010
com;plete	complete	10010000
an;ti;gen;ic	antigenic	101010010
a;blaze	ablaze	110000
whoa	whoa	1000
shot	shot	1000
chris;ten;ing	christening	10000100100
ju;di;cious	judicious	101010000
shard	shard	10000
e;go	ego	110
saf;fron	saffron	1001000
pops	pops	1000
man;hole	manhole	1001000
poi;son;ous	poisonous	100100100
month	month	10000
fas;cism	fascism	1001000
hel;i;ces	helices	1001100
ded;i;cate	dedicate	10011000
ded;i;ca;tion	dedication	1001101000
hyp;o;crit;i;cal	hypocritical	100110001100
max;i;mus	maximus	1001100
re;read	reread	101000
par;tic;i;pant	participant	10010011000
rope	rope	1000
use;a;ble	useable	1001100
e;co;nom;i;cal	economical	1101001100
de;cod;ed	decoded	1010010
out;cry	outcry	100100
pris;tine	pristine	10001000
darn	darn	1000
so;le;noid	solenoid	10101000
tooth;brush	toothbrush	1000010000
bright;en	brighten	10000010
dic;ta;tion	dictation	100101000
chop;in	chopin	100010
un;cir;cu;lat;ed	uncirculated	101001010010
whith;er	whither	1000010
en;dur;ance	endurance	101001000
en;ter;prise	enterprise	1010010000
i;ron;wood	ironwood	11001000
mar;bles	marbles	1001000
great;ly	greatly	1000010
tac;ti;cal	tactical	10010100
gear	gear	1000
cap	cap	100
ran;dom;ness	randomness	1001001000
dis;bursed	disbursed	100100000
drudge	drudge	100000
slink;y	slinky	100001
quick	quick	10000
beard;ed	bearded	1000010
re;verse	reverse	1010000
loy;al;ty	loyalty	1001010
bell;flow;er	bellflower	1000100010
lift;er	lifter	100010
hi;er;ar;chy	hierarchy	101010100
na;sal	nasal	10100
stk	stk	100
pro;pri;e;tar;y	proprietary	10010011001
ca;pa	capa	1010
end;less	endless	1001000
re;bel;lious	rebellious	1010010000
wrought	wrought	1000000
de;cou;pling	decoupling	1010010000
gib;ber;ish	gibberish	100100100
snow;shoe;ing	snowshoeing	10001000100
snip;er	sniper	100010
ap;plaud	applaud	1010000
col;la;gen	collagen	10010100
glen	glen	1000
com;pared	compared	10010000
ab;scess	abscess	1010000
in;ter;ac;tive	interactive	10100101000
thun;der;ing	thundering	1000100100
pro;ce;dure	procedure	100101000
ca;bal	cabal	10100
matte	matte	10000
ag;gres;sive	aggressive	1010001000
al;pha;bet;ic	alphabetic	1010010010
spot;ting	spotting	10001000
ad;join;ing	adjoining	101000100
ul;ti;mate;ly	ultimately	1010100010
gaz;ing	gazing	100100
blank	blank	10000
head;lin;er	headliner	100010010
re;ar;ranged	rearranged	1010100000
rec;ti;fy	rectify	1001010
veil	veil	1000
vac;u;um	vacuum	100110
straight;en;er	straightener	100000001010
trunks	trunks	100000
ba;sil;i;ca	basilica	10100110
nov;ice	novice	100100
con;gru;ence	congruence	1001001000
crumbs	crumbs	100000
ges;ta;tion;al	gestational	10010100010
so;ci;ol;o;gy	sociology	101010110
mez;za;nine	mezzanine	100101000
re;post	repost	101000
re;charge;a;ble	rechargeable	101000001100
mac;u;lar	macular	1001100
lev;ied	levied	100100
pel;i;can	pelican	1001100
std	std	100
trace	trace	10000
cy;cle	cycle	10100
ab;sorb;ing	absorbing	101000100
spin	spin	1000
fac;et;ed	faceted	1001010
con;ven;or	convenor	10010010
de;formed	deformed	10100000
per;fec;tion	perfection	1001001000
men;thol	menthol	1001000
cig	cig	100
chok;ing	choking	1000100
fol;ly	folly	10010
im;pli;cat;ed	implicated	1010010010
bro;ken	broken	100100
au;ger	auger	10100
per;sist	persist	1001000
ac;cord	accord	101000
lla;no	llano	10010
creep;y	creepy	100001
o;ver;cast	overcast	11001000
a;rise	arise	11000
par;take	partake	1001000
might;y	mighty	100001
un;li;censed	unlicensed	1010100000
fruit	fruit	10000
con;test	contest	1001000
pot	pot	100
math;e;mat;i;cal	mathematical	100011001100
breath;a;ble	breathable	1000001100
loch	loch	1000
in;vis;i;ble	invisible	101001100
il;leg;i;ble	illegible	101001100
carl	carl	1000
en;tic;ing	enticing	10100100
hall;mark	hallmark	10001000
fluc;tu;a;tion	fluctuation	10001011000
fab;ri;cat;ed	fabricated	1001010010
perch;es	perches	1000010
dam;ag;ing	damaging	10010100
catch;ment	catchment	100001000
up;roar	uproar	101000
quick;ness	quickness	100001000
fib	fib	100
con;vey	convey	100100
sis	sis	100
car;tridge	cartridge	100100000
waist	waist	10000
non;ver;bal	nonverbal	100100100
re;con	recon	10100
un;dress	undress	1010000
lo;cum	locum	10100
slum;ber	slumber	1000100
whet	whet	1000
al;le;vi;at;ing	alleviating	10101010100
in;dem;ni;ty	indemnity	101001010
re;cur;rent	recurrent	101001000
bos;ton	boston	100100
con;sult	consult	1001000
in;ges;tion	ingestion	101001000
hy;gien;ic	hygienic	10100010
per;ni;cious	pernicious	1001010000
li;bra	libra	10100
med;ic	medic	10010
con;sul	consul	100100
teak	teak	1000
bust;i;er	bustier	1000110
eye;glass;es	eyeglasses	1001000010
a;syn;chro;nous	asynchronous	110010001000
ra;di;o;log;i;cal	radiological	101011001100
an;a;gram	anagram	1011000
dis;dain	disdain	1001000
gi;gan;tic	gigantic	10100100
de;pend;ence	dependence	1010001000
in;dus;tri;ous	industrious	10100100100
bliss	bliss	10000
sen;ior;i;ty	seniority	100100110
zest	zest	1000
wash;er	washer	100010
cake;walk	cakewalk	10001000
voic;ing	voicing	1000100
er;ro;ne;ous;ly	erroneously	10101010010
al;ley	alley	10100
in;cite	incite	101000
pub;lic	public	100100
un;bal;anced	unbalanced	1010010000
dis;traught	distraught	1001000000
au;teur	auteur	101000
pro;pos;al	proposal	10010010
bak;ing	baking	100100
tech;no;log;i;cal;ly	technologically	100010100110010
krem;lin	kremlin	1000100
wheel;ing	wheeling	10000100
con;tri;but;ed	contributed	10010010010
im;bed;ded	imbedded	10100100
brut	brut	1000
a;typ;i;cal	atypical	11001100
col;lab;o;ra;tion	collaboration	1001001101000
risk	risk	1000
ac;u;punc;ture	acupuncture	10110001000
mis;trust	mistrust	10010000
beau;ti;ful;ly	beautifully	10001010010
non;res;i;den;tial	nonresidential	10010011001000
long;time	longtime	10001000
dis;pense	dispense	10010000
e;lim;i;nat;ed	eliminated	1100110010
im;pas;sioned	impassioned	10100100000
bar	bar	100
got	got	100
ju;rist	jurist	101000
wal;let	wallet	100100
whis;key	whiskey	1000100
con;nect;ed	connected	100100010
cal;va;ry	calvary	1001010
cleans;er	cleanser	10000010
use;ful	useful	100100
near	near	1000
scribe	scribe	100000
an;ec;do;tal	anecdotal	101010100
top	top	100
top;i;cal	topical	1001100
con;gres;sion;al	congressional	1001000100010
ex;ist;ence	existence	101001000
hort	hort	1000
pre;fec;ture	prefecture	1001001000
tilt	tilt	1000
hist	hist	1000
su;per;im;posed	superimposed	101001010000
re;de;fine	redefine	10101000
ve;na	vena	1010
ran;cho	rancho	100100
ni;a;cin	niacin	101100
rev;o;lu;tion;ized	revolutionized	10011010001000
mo;ray	moray	10100
tel;e;scop;ic	telescopic	1001100010
men;stru;al	menstrual	100100010
eye;let	eyelet	100100
tew	tew	100
dis;tance	distance	10010000
bum;ble;bee	bumblebee	100100100
pow;ders	powders	1001000
pro;nounce	pronounce	100100000
el;e;gant	elegant	1011000
in;tern;ment	internment	1010001000
an;y;ways	anyways	1011000
e;col;o;gist	ecologist	110011000
car;bo;hy;drate	carbohydrate	100101010000
clot;ting	clotting	10001000
lu;te;in	lutein	101010
nick;name	nickname	10001000
wall;eye	walleye	1000100
emu	emu	100
mel	mel	100
watch;dog	watchdog	10000100
phys	phys	1000
er;ic	eric	1010
bent	bent	1000
de;nom;i;na;tion	denomination	101001101000
im;pose	impose	101000
watt	watt	1000
art;y	arty	1001
pro;to;zo;a	protozoa	10010101
whips	whips	10000
cat;i;on	cation	100110
re;al	real	1010
sim;ple	simple	100100
de;duc;tion	deduction	101001000
na;ive	naive	10100
shel;ter	shelter	1000100
pen;ny	penny	10010
bod;ice	bodice	100100
rot;ten	rotten	100100
di;a;bol;ic	diabolic	10110010
rar;i;ty	rarity	100110
liv;a;ble	livable	1001100
eaves	eaves	10000
ton	ton	100
curse	curse	10000
hos;pi;tal;i;ty	hospitality	10010100110
note;book	notebook	10001000
swa;mi	swami	10010
fil;ing	filing	100100
crouch	crouch	100000
prel;ude	prelude	1000100
con;di;tioned	conditioned	10010100000
wind;screen	windscreen	1000100000
hun;dred	hundred	1001000
wine	wine	1000
flam;boy;ant	flamboyant	1000100100
por;tion	portion	1001000
giv;en	given	10010
ting	ting	1000
wid;ow	widow	10010
ex;haus;tion	exhaustion	1010001000
out;set	outset	100100
cop;y;writ;ing	copywriting	10011000100
lodged	lodged	100000
where	where	10000
ge;sell;schaft	gesellschaft	101000100000
graph;i;cal;ly	graphically	10000110010
pic;tur;esque	picturesque	10010010000
shah	shah	1000
bi;cy;cle	bicycle	1010100
rul;ing	ruling	100100
pro;test	protest	1001000
ni;tride	nitride	1010000
con;vo;lu;tion	convolution	10010101000
an;tiqued	antiqued	10100000
bi;di;rec;tion;al	bidirectional	1010100100010
e;pis;tle	epistle	1100100
un;beat;en	unbeaten	10100010
key	key	100
chef	chef	1000
ty;ing	tying	10100
com;mute	commute	1001000
e;rupt	erupt	11000
trip	trip	1000
til;de	tilde	10010
vis;count	viscount	10010000
di;plo;ma	diploma	1010010
face;plate	faceplate	100010000
dig;ger	digger	100100
hatch;er	hatcher	1000010
ark	ark	100
cha;os	chaos	10010
an;ar;chism	anarchism	101010000
re;stric;tive	restrictive	10100001000
jump;er	jumper	100010
wasp	wasp	1000
e;vac;u;a;tion	evacuation	1100111000
com;plex;i;ty	complexity	1001000110
saith	saith	10000
hope	hope	1000
head;phones	headphones	1000100000
man;ger	manger	100100
rms	rms	100
duke	duke	1000
rhi;no	rhino	10010
ax;le	axle	1010
ich	ich	100
good;ness	goodness	10001000
maid;en;head	maidenhead	1000101000
here;by	hereby	100010
stren;u;ous	strenuous	100001100
meek	meek	1000
flop;py	floppy	100010
noz;zle	nozzle	100100
pad;dock	paddock	1001000
ig;loo	igloo	10100
song;writ;er	songwriter	1000100010
con;course	concourse	100100000
gat	gat	100
bus;y	busy	1001
job;less	jobless	1001000
serv;ice	service	1000100
se;ri;ous	serious	1010100
pi;rate	pirate	101000
re;cord;er	recorder	10100010
a;dap;tive	adaptive	11001000
prop;a;gate	propagate	100011000
im;ma;te;ri;al	immaterial	1010101010
half;way	halfway	1000100
prin;ci;pal	principal	100010100
ant;arc;tic	antarctic	100100100
mor;tal;i;ty	mortality	100100110
me;lod;ic	melodic	1010010
re;al;ize	realize	1010100
fu;sion	fusion	101000
fer;tile	fertile	1001000
knit;wear	knitwear	10001000
sec	sec	100
hac;i;en;da	hacienda	10011010
bod;y;work	bodywork	10011000
so;lar;i;um	solarium	10100110
board;walk	boardwalk	100001000
dock	dock	1000
dis;crim;i;nat;ing	discriminating	10010001100100
flo;rist	florist	1001000
con;vinced	convinced	100100000
a;broad	abroad	110000
er;rat;ic	erratic	1010010
e;on	eon	110
ef;fort;less	effortless	1010001000
blot;ting	blotting	10001000
swell	swell	10000
cac;ti	cacti	10010
back;wa;ter	backwater	100010100
fa;er;ies	faeries	1010100
marked	marked	100000
five	five	1000
pot;ash	potash	100100
pok;ing	poking	100100
rec;tal	rectal	100100
em;pow;er;ment	empowerment	10100101000
ketch;up	ketchup	1000010
reed;y	reedy	10001
pro;ba;tion	probation	100101000
north;ward	northward	100001000
o;chre	ochre	11000
read	read	1000
thick;ness	thickness	100001000
pre;vail;ing	prevailing	1001000100
par;a;med;ic	paramedic	100110010
scare	scare	10000
crowned	crowned	1000000
ag;gre;gate	aggregate	101001000
a;bra;sion	abrasion	11001000
strain	strain	100000
inn	inn	100
bo;lo;gna	bologna	1010100
im;pair	impair	101000
rent	rent	1000
fes;cue	fescue	100100
mi;ter	miter	10100
ar;gi;nine	arginine	10101000
di;ta	dita	1010
an;tic;i;pate	anticipate	1010011000
boot;leg	bootleg	1000100
vi;tal;i;ty	vitality	10100110
co;dex	codex	10100
ob;struc;tive	obstructive	10100001000
sul;len	sullen	100100
dip;ter;a	diptera	1001001
cra;ter	crater	100100
young	young	10000
pret	pret	1000
meas;ured	measured	10001000
ex;er;cis;a;ble	exercisable	10101001100
ab;surd;i;ty	absurdity	101000110
pref;er;a;ble	preferable	1000101100
scaf;fold;ing	scaffolding	10001000100
de;grad;ing	degrading	101000100
sub;scrib;ing	subscribing	10010000100
ter;rif;ic	terrific	10010010
sie;mens	siemens	1001000
im;mu;ni;za;tion	immunization	101010101000
di;a;tom	diatom	101100
un;rea;son;a;bly	unreasonably	101001001100
guin;ea	guinea	100010
sand;pa;per	sandpaper	100010100
par;tic;i;pa;tion	participation	1001001101000
run	run	100
lol;li;pop	lollipop	10010100
kine	kine	1000
clasp	clasp	10000
toot;sie	tootsie	1000100
hex;ane	hexane	100100
task	task	1000
cos;me;tol;o;gy	cosmetology	10010100110
u;re;thra	urethra	1101000
ad;dic;tive	addictive	101001000
un;re;lat;ed	unrelated	101010010
sub;scribe	subscribe	100100000
shrug	shrug	10000
stokes	stokes	100000
re;pay	repay	10100
each	each	1000
vice;roy	viceroy	1000100
con;sol;i;dat;ing	consolidating	1001001100100
sanc;tu;ar;y	sanctuary	100010101
bus;i;est	busiest	1001100
ra;tion;ale	rationale	101000100
con;fes;sion	confession	1001001000
kirk	kirk	1000
tox;ic	toxic	10010
dis;col;or;a;tion	discoloration	1001001011000
free;hand	freehand	10001000
ster;e;o;typ;ing	stereotyping	100011100100
un;rav;el	unravel	1010010
mous;tache	moustache	100010000
pol;lut;ing	polluting	100100100
e;lab;o;rat;ed	elaborated	1100110010
lounge	lounge	100000
ba;roque	baroque	1010000
an;ise	anise	10100
as;sess;a;ble	assessable	1010001100
dup;er	duper	10010
pro;fes;sion;al	professional	100100100010
port;fo;li;o	portfolio	100010101
tore	tore	1000
drag;ging	dragging	10001000
in;ter;face	interface	101001000
du;ra;bil;i;ty	durability	1010100110
um;brel;la	umbrella	10100010
ex;pos;ing	exposing	10100100
con;sul;ta;tion	consultation	100100101000
squat	squat	10000
sym;me;try	symmetry	10010100
pho;to;jour;nal;ism	photojournalism	100101000100100
stung	stung	10000
ar;gu;ment	argument	10101000
at;trib;ute	attribute	101000100
nu;cle;ar	nuclear	1010010
me;tic;u;lous	meticulous	1010011000
co;in;ci;dence	coincidence	10101010000
cen;tu;ri;on	centurion	100101010
or;tho;pae;dics	orthopaedics	101001001000
lash	lash	1000
af;ghan	afghan	101000
com;pel	compel	100100
ses;sion	session	1001000
huff	huff	1000
tour	tour	1000
e;mo;tive	emotive	1101000
un;pro;tect;ed	unprotected	10100100010
mulch	mulch	10000
com;bi;na;to;ri;al	combinatorial	1001010101010
lodg;er	lodger	100010
ji;had	jihad	10100
in;del;i;ble	indelible	101001100
in;vo;ca;tion	invocation	1010101000
pa;ren;the;sis	parenthesis	10100100100
ret;i;na	retina	100110
al;low;ance	allowance	101001000
all	all	100
grace;ful	graceful	10000100
lim;bo	limbo	10010
mu;si;cian	musician	10101000
school;house	schoolhouse	10000010000
buff	buff	1000
some;where	somewhere	100010000
gi;raffe	giraffe	1010000
wire;tap;ping	wiretapping	10001001000
in;o;si;tol	inositol	10110100
fall	fall	1000
a;maz;ing	amazing	1100100
man;pow;er	manpower	10010010
min;i;mi;za;tion	minimization	100110101000
trust	trust	10000
de;ter;gent	detergent	101001000
curt	curt	1000
suc;ces;sive	successive	1001001000
scout;ing	scouting	10000100
sky;light	skylight	10010000
or;chard	orchard	1010000
soft;ball	softball	10001000
re;gen;er;a;tive	regenerative	101001011000
hon;or;ar;y	honorary	10010101
roast;er	roaster	1000010
tan;ning	tanning	1001000
a;loud	aloud	11000
spite	spite	10000
in;her;ent	inherent	10100100
hail	hail	1000
de;ce;dent	decedent	10101000
truck;ing	trucking	10000100
ir;ra;di;ance	irradiance	1010101000
earn;ings	earnings	10001000
wel;fare	welfare	1001000
ap;pre;ci;ate	appreciate	1010010100
speed	speed	10000
alp	alp	100
slash;ing	slashing	10000100
there;with	therewith	100001000
in;ter;pret;er	interpreter	10100100010
se;quence	sequence	10100000
punc;tu;al	punctual	10001010
mis;sing	missing	1001000
e;jec;tion	ejection	11001000
pho;no;log;i;cal	phonological	100101001100
snug	snug	1000
mis;take	mistake	1001000
pain;kill;er	painkiller	1000100010
deep;wa;ter	deepwater	100010100
or;gan;ised	organised	101001000
splits	splits	100000
oars	oars	1000
wa;ter;man	waterman	10100100
el;i;gi;bil;i;ty	eligibility	10110100110
turn;o;ver	turnover	10001100
re;con;sid;er	reconsider	1010010010
gi;ant	giant	10100
numb;ness	numbness	10001000
tur;bu;lence	turbulence	1001010000
cheers	cheers	100000
ste;no;sis	stenosis	10010100
know;ing	knowing	1000100
ex;ploi;ta;tion	exploitation	101000101000
in;stal;la;tion	installation	101000101000
play;room	playroom	10001000
wrap;ping	wrapping	10001000
stat	stat	1000
mor;gen	morgen	100100
do;ry	dory	1010
ap;pli;ca;bil;i;ty	applicability	1010010100110
liv;ing	living	100100
hue	hue	100
im;paled	impaled	1010000
bob;bin	bobbin	100100
ma;lev;o;lent	malevolent	1010011000
sub;ur;ban	suburban	10010100
ex;act;ing	exacting	10100100
tid;al	tidal	10010
re;ceived	received	10100000
eu;troph;i;ca;tion	eutrophication	10100001101000
sharp;ness	sharpness	100001000
in;step	instep	101000
ex;changed	exchanged	101000000
ren;o;va;tion	renovation	1001101000
tap	tap	100
in;ten;tioned	intentioned	10100100000
dog;ging	dogging	1001000
tense	tense	10000
han;dling	handling	10010000
mod;i;fy	modify	100110
un;der;scored	underscored	10100100000
slan;der	slander	1000100
crop;land	cropland	10001000
con;sid;er;a;bly	considerably	100100101100
i;de;ol;o;gy	ideology	11010110
phy;to;plank;ton	phytoplankton	1001010000100
lib;er;al;ly	liberally	100101010
side;ways	sideways	10001000
in;er;tial	inertial	10101000
aus;tral	austral	1001000
thick;et	thicket	1000010
clap	clap	1000
wres;tler	wrestler	10001000
use;ful;ly	usefully	10010010
anx;ious;ly	anxiously	100100010
ac;cel;er;ate	accelerate	1010010100
cor;rec;tive	corrective	1001001000
chauf;feur	chauffeur	100001000
tam;ing	taming	100100
hy;per;tro;phy	hypertrophy	10100100100
ar;cane	arcane	101000
cock;y	cocky	10001
in;ver;sion	inversion	101001000
sing	sing	1000
mun;dane	mundane	1001000
dusk	dusk	1000
eb;on;y	ebony	10101
di;ver;si;fied	diversified	10100101000
per;plexed	perplexed	100100000
un;wise	unwise	101000
en;quire	enquire	1010000
cor;re;late	correlate	100101000
foot;wear	footwear	10001000
part;ing	parting	1000100
an;nals	annals	101000
har;vest;ing	harvesting	1001000100
mum;my	mummy	10010
am;pli;fi;ca;tion	amplification	1010010101000
mig	mig	100
fore;see;a;ble	foreseeable	10001001100
spi;der;man	spiderman	100100100
im;par;ti;al;i;ty	impartiality	101001010110
gown	gown	1000
floun;der	flounder	10000100
com;pli;ca;tion	complication	100100101000
rusk	rusk	1000
dham;ma	dhamma	100010
be;hind	behind	101000
pol;y;mer;ic	polymeric	100110010
in;ter;wo;ven	interwoven	1010010100
re;scind	rescind	1010000
guns	guns	1000
gen;er;ous	generous	10010100
mul;ti;lay;er	multilayer	1001010010
de;stroy	destroy	1010000
flux	flux	1000
fri;ar	friar	10010
mo;bi;li;za;tion	mobilization	101010101000
so;nar	sonar	10100
fun;da;men;tal	fundamental	10010100100
ger;vais	gervais	1001000
tun;a;ble	tunable	1001100
tick;ing	ticking	1000100
maj;es;ty	majesty	1001010
in;fring;ing	infringing	1010000100
tit;ty	titty	10010
grif;fin	griffin	1000100
en;gi;neer;ing	engineering	10101000100
sed;en;tar;y	sedentary	100101001
a;greed	agreed	110000
talk;a;tive	talkative	100011000
lo;co;mo;tion	locomotion	1010101000
post;doc;tor;al	postdoctoral	100010010010
out;fit;ter	outfitter	100100100
fig	fig	100
what;ev;er	whatever	10001010
lat;tice	lattice	1001000
col;o;rad;o	colorado	10011001
tech;ni;cal	technical	100010100
dupe	dupe	1000
shav;ing	shaving	1000100
main;tain;er	maintainer	1000100010
kid;ney	kidney	100100
fitch	fitch	10000
plu;to;ni;um	plutonium	100101010
bend	bend	1000
way;side	wayside	1001000
rap;tor	raptor	100100
state;side	stateside	100001000
mat;ri;mo;ni;al	matrimonial	10010101010
sil;ic;a	silica	100101
con;trol;ler	controller	1001000100
ven;ter	venter	100100
lick;ing	licking	1000100
flight	flight	100000
ver;be;na	verbena	1001010
af;fix	affix	10100
dis;joint	disjoint	10010000
cap;tiv;i;ty	captivity	100100110
quad;rant	quadrant	10001000
vol;ume	volume	100100
in;put	input	10100
pa;tri;ar;chal	patriarchal	10100101000
un;suc;cess;ful;ly	unsuccessfully	10100100010010
plas;tered	plastered	100010000
rea;son;a;ble;ness	reasonableness	10010011001000
to;day	today	10100
char;ac;ter	character	100010100
re;serv;ing	reserving	101000100
muck	muck	1000
un;der;neath	underneath	1010010000
li;a;bil;i;ty	liability	101100110
ac;cu;mu;lat;ing	accumulating	101010100100
fall;ing	falling	1000100
ra;di;o;log;ic	radiologic	1010110010
re;fund;a;ble	refundable	1010001100
tread	tread	10000
op;tion;al;ly	optionally	1010001010
grad;ing	grading	1000100
wa;ter;works	waterworks	1010010000
dis;gust;ing	disgusting	1001000100
ex;cret;ed	excreted	10100010
rid;er	rider	10010
in;her;it;ance	inheritance	10100101000
mu;rine	murine	101000
ab;o;li;tion	abolition	101101000
sur;charge	surcharge	100100000
wank	wank	1000
wheel;base	wheelbase	100001000
ex;tra;mu;ral	extramural	1010010100
luck;y	lucky	10001
ko;sher	kosher	101000
wait;ress	waitress	10001000
ex;ter;mi;na;tion	extermination	1010010101000
pros;pect	prospect	10001000
e;voke	evoke	11000
au;thors	authors	1010000
graph	graph	10000
dorr	dorr	1000
hand;craft;ed	handcrafted	10001000010
in;ter;vene	intervene	101001000
ma;ri;na	marina	101010
chrome	chrome	100000
ech;o;ing	echoing	1001100
ep;i;sod;ic	episodic	10110010
yea	yea	100
hab;it;a;ble	habitable	100101100
a;bus;er	abuser	110010
coun;try;wide	countrywide	10001001000
hit;ting	hitting	1001000
ruff	ruff	1000
brash	brash	10000
me;di;a;tion	mediation	101011000
il;lu;mi;nate	illuminate	1010101000
beep	beep	1000
pains	pains	10000
quar;rel	quarrel	1000100
ear;ring	earring	1001000
win;ning	winning	1001000
in;flate	inflate	1010000
un;can;ny	uncanny	1010010
col;lec;tive;ly	collectively	100100100010
mob	mob	100
feed;er	feeder	100010
shit	shit	1000
func;tor	functor	1000100
sub;li;ma;tion	sublimation	10010101000
tran;scrib;er	transcriber	10001000010
floor	floor	10000
for;mu;lar;y	formulary	100101001
ex;cep;tion;al	exceptional	10100100010
con;di;tion;al;ly	conditionally	1001010001010
par;a;pher;nal;ia	paraphernalia	1001100010010
prem;ier	premier	1000100
con;straint	constraint	1001000000
hy;dro;e;lec;tric	hydroelectric	1010011001000
scat;ter;ing	scattering	1000100100
de;ter;rent	deterrent	101001000
su;ture	suture	101000
de;mog;ra;phy	demography	1010010100
err	err	100
da;to	dato	1010
trun;cate	truncate	10001000
ab;sorb;er	absorber	10100010
re;triev;er	retriever	101000010
ut;ter;ance	utterance	101001000
maud	maud	1000
nig;ger	nigger	100100
col;um;bine	columbine	100101000
a;but;ting	abutting	11001000
non;par;ti;san	nonpartisan	10010010100
pol;ished	polished	10010000
par;ti;san	partisan	10010100
squa;mous	squamous	10001000
com;pos;ing	composing	100100100
ex;trav;a;gance	extravagance	101000110000
de;mon;stra;bly	demonstrably	101001000100
im;proved	improved	10100000
lest	lest	1000
me;di;na	medina	101010
a;nal;o;gy	analogy	1100110
dam;sel	damsel	100100
sin;gu;lar;ly	singularly	1001010010
tu;tu	tutu	1010
as;sim;i;lat;ed	assimilated	10100110010
yet	yet	100
cur;ri;er	currier	1001010
draw;string	drawstring	1000100000
beef;y	beefy	10001
crit;ic	critic	100010
ec;cen;tric	eccentric	101001000
ac;tu;al;ly	actually	10101010
u;ni;lat;er;al;ly	unilaterally	110100101010
cif	cif	100
bon;go	bongo	10010
cir;cum;ci;sion	circumcision	100100101000
told	told	1000
ef;fu;sion	effusion	10101000
pho;to;chem;i;cal	photochemical	1001010001100
syn;tax	syntax	100100
to;mor;row	tomorrow	10100100
in;duc;tion	induction	101001000
snook	snook	10000
gal;lant	gallant	1001000
ma;tron	matron	101000
knit;ting	knitting	10001000
