syllabified	notSyllabified
pul;sar	pulsar
pul;sat;ing	pulsating
pull	pull
pull;o;ver	pullover
pulp	pulp
puls;ing	pulsing
pulse	pulse
pum;ice	pumice
pump	pump
pump;ing	pumping
pump;kin	pumpkin
pun	pun
pun;dit	pundit
pun;gent	pungent
pun;ish	punish
pun;ish;a;ble	punishable
pun;ish;er	punisher
pun;ish;ment	punishment
punc;tu;a;tion	punctuation
punc;tu;al	punctual
punc;tu;al;i;ty	punctuality
punc;ture	puncture
punch	punch
punk	punk
punt	punt
punt;er	punter
pup	pup
pup;pet	puppet
pup;pet;ry	puppetry
pup;py	puppy
pur;chas;er	purchaser
pur;chase	purchase
pur;est	purest
pur;ga;to;ry	purgatory
pur;ple	purple
pur;port	purport
pur;pose	purpose
pur;pose;ful	purposeful
pur;pose;ly	purposely
pur;su;ance	pursuance
pur;su;ant	pursuant
pur;su;ing	pursuing
pur;sue	pursue
pur;sued	pursued
pur;suit	pursuit
pur;view	purview
pure	pure
pure;bred	purebred
pure;ly	purely
purg;ing	purging
purge	purge
purl	purl
purr	purr
purse	purse
pus	pus
push	push
push;chair	pushchair
push;er	pusher
push;ing	pushing
push;y	pushy
pushed	pushed
puss	puss
puss;ies	pussies
puss;y	pussy
put	put
put;ting	putting
put;ty	putty
putt	putt
putt;er	putter
puz;zle	puzzle
py;jam;as	pyjamas
py;lo;ri	pylori
py;lon	pylon
py;ram;i;dal	pyramidal
py;rene	pyrene
py;rite	pyrite
py;ro;tech;nics	pyrotechnics
py;thon	python
pye	pye
pyg;my	pygmy
pyr;a;mid	pyramid
qty	qty
qua	qua
qua;sar	quasar
qua;ter;nar;y	quaternary
qua;tre	quatre
quack	quack
quad	quad
quad;ra	quadra
quad;ra;ture	quadrature
quad;ran;gle	quadrangle
quad;rant	quadrant
quad;rat;ic	quadratic
quad;ru;ple	quadruple
quag;ga	quagga
quag;mire	quagmire
quail	quail
quaint	quaint
quake	quake
qual;i;fi;ca;tion	qualification
qual;i;fi;er	qualifier
qual;i;fied	qualified
qual;i;fy	qualify
qual;i;fy;ing	qualifying
qual;i;ta;tive	qualitative
qual;i;ta;tive;ly	qualitatively
qual;i;ty	quality
quan;da;ry	quandary
quan;ta	quanta
quan;ti;fi;a;ble	quantifiable
quan;ti;fied	quantified
quan;ti;fy	quantify
quan;ti;fy;ing	quantifying
quan;ti;ta;tive	quantitative
quan;ti;ta;tive;ly	quantitatively
quan;ti;ty	quantity
quan;ti;za;tion	quantization
quan;tized	quantized
quan;tum	quantum
quant	quant
quar;an;tine	quarantine
quar;rel	quarrel
quar;ry	quarry
quar;ry;ing	quarrying
quar;ter	quarter
quar;ter;back	quarterback
quar;ter;ly	quarterly
quar;ter;mas;ter	quartermaster
quar;ters	quarters
quar;tet	quartet
quar;tile	quartile
quar;to	quarto
quark	quark
quart	quart
quartz	quartz
quay	quay
que;ry	query
queen	queen
queer	queer
quell	quell
quench	quench
ques	ques
ques;tion	question
ques;tion;a;ble	questionable
ques;tion;ing	questioning
ques;tion;naire	questionnaire
quest	quest
quet;zal	quetzal
queu;ing	queuing
queue	queue
qui;es;cent	quiescent
qui;et	quiet
qui;et;er	quieter
qui;et;ly	quietly
quib;ble	quibble
quiche	quiche
quick	quick
quick;en	quicken
quick;er	quicker
quick;ie	quickie
quick;ly	quickly
quick;ness	quickness
quick;sil;ver	quicksilver
quid	quid
quill	quill
quilt	quilt
quilt;ed	quilted
quilt;er	quilter
quilt;ing	quilting
quin	quin
quin;cy	quincy
quin;tes;sen;tial	quintessential
quin;tes;sence	quintessence
quin;tet	quintet
quin;tile	quintile
quin;ton	quinton
quince	quince
quint	quint
quirk	quirk
quirk;y	quirky
quit	quit
quite	quite
quits	quits
quiv;er	quiver
quiz	quiz
quiz;zes	quizzes
quo	quo
quo;ta	quota
quo;ta;tion	quotation
quo;tient	quotient
quod	quod
quor;um	quorum
quot	quot
quot;a;ble	quotable
quot;ed	quoted
quot;ing	quoting
quote	quote
quoth	quoth
ra;bies	rabies
ra;cial	racial
ra;cial;ly	racially
ra;dar	radar
ra;di;a;tion	radiation
ra;di;a;tive	radiative
ra;di;a;tor	radiator
ra;di;al	radial
ra;di;an	radian
ra;di;ance	radiance
ra;di;ant	radiant
ra;di;at;ed	radiated
ra;di;at;ing	radiating
ra;di;ate	radiate
ra;di;i	radii
ra;di;o	radio
ra;di;o;ac;tiv;i;ty	radioactivity
ra;di;o;ac;tive	radioactive
ra;di;o;graph;ic	radiographic
ra;di;o;log;i;cal	radiological
ra;di;o;log;ic	radiologic
ra;di;o;nu;clide	radionuclide
ra;di;o;ther;a;py	radiotherapy
ra;di;og;ra;phy	radiography
ra;di;ol;o;gist	radiologist
ra;di;ol;o;gy	radiology
ra;di;om;e;ter	radiometer
ra;di;os	radios
ra;di;um	radium
ra;di;us	radius
ra;dix	radix
ra;don	radon
ra;ga	raga
ra;ia	raia
ra;ja	raja
ra;mon	ramon
ra;ni	rani
ra;pi;er	rapier
ra;pid;i;ty	rapidity
ra;sa	rasa
ra;ta	rata
ra;ti;os	ratios
ra;tio	ratio
ra;tion	ration
ra;tion;al	rational
ra;tion;al;i;ty	rationality
ra;tion;al;i;za;tion	rationalization
ra;tion;al;ize	rationalize
ra;tion;al;ly	rationally
ra;tion;ale	rationale
ra;tions	rations
ra;vi;o;li	ravioli
ra;vine	ravine
ra;ya	raya
ra;zor	razor
rab	rab
rab;bi	rabbi
rab;bit	rabbit
rab;ble	rabble
rab;id	rabid
rac;coon	raccoon
rac;er	racer
rac;es	races
rac;ing	racing
rac;ism	racism
rac;ist	racist
rac;quet	racquet
rac;y	racy
race	race
race;course	racecourse
race;track	racetrack
race;way	raceway
rack	rack
rack;et	racket
rack;ets	rackets
rad	rad
rad;i;cal	radical
rad;i;cal;ly	radically
rad;ish	radish
raf;fle	raffle
raf;fles	raffles
raff	raff
raft	raft
raft;er	rafter
rag	rag
rag;ged	ragged
rag;ged;y	raggedy
rag;ing	raging
rag;lan	raglan
rag;time	ragtime
rage	rage
rags	rags
rah	rah
rai;sin	raisin
raid	raid
raid;er	raider
rail	rail
rail;ing	railing
rail;road	railroad
rail;way	railway
rain	rain
rain;bow	rainbow
rain;coat	raincoat
rain;fall	rainfall
rain;for;est	rainforest
rain;i;er	rainier
rain;wa;ter	rainwater
rain;wear	rainwear
rain;y	rainy
rains	rains
rais;er	raiser
rais;ing	raising
raise	raise
raised	raised
raj	raj
rak;ing	raking
rake	rake
raked	raked
ral;lied	rallied
ral;ly	rally
ral;ly;ing	rallying
ral;lye	rallye
rall	rall
ram	ram
ram;ble	ramble
ram;bler	rambler
ram;bling	rambling
ram;ming	ramming
ram;page	rampage
ram;pant	rampant
ram;part	rampart
ramp	ramp
ran	ran
ran;cho	rancho
ran;cid	rancid
ran;dom	random
ran;dom;ly	randomly
ran;dom;ness	randomness
ran;som	ransom
ranch	ranch
ranch;er	rancher
rand	rand
rand;y	randy
rang	rang
rang;er	ranger
rang;ing	ranging
range	range
range;find;er	rangefinder
ranged	ranged
rank	rank
rank;ing	ranking
rant	rant
rap	rap
rap;id	rapid
rap;id;ly	rapidly
rap;ids	rapids
rap;ing	raping
rap;ist	rapist
rap;per	rapper
rap;ping	rapping
rap;por;teur	rapporteur
rap;port	rapport
rap;tor	raptor
rap;ture	rapture
rape	rape
rar;er	rarer
rar;est	rarest
rar;i;ty	rarity
rare	rare
rare;ly	rarely
ras;cal	rascal
ras;ter	raster
rash	rash
rasp;ber;ry	raspberry
rat	rat
rat;ed	rated
rat;er	rater
rat;i;fied	ratified
rat;i;fy	ratify
rat;ing	rating
rat;tan	rattan
rat;tle	rattle
rat;tle;snake	rattlesnake
rat;tling	rattling
ratch;et	ratchet
rate	rate
rates	rates
rath	rath
rath;er	rather
rats	rats
rau;cous	raucous
raun;chy	raunchy
rav;aged	ravaged
rav;el	ravel
rav;en	raven
rav;er	raver
rav;ing	raving
rave	rave
raw	raw
raw;hide	rawhide
ray	ray
ray;on	rayon
raz;er	razer
razz	razz
rcd	rcd
rct	rct
re;a;gent	reagent
re;a;lign;ment	realignment
re;ac;ti;va;tion	reactivation
re;ac;ti;vat;ed	reactivated
re;ac;ti;vate	reactivate
re;ac;tion	reaction
re;ac;tion;ar;y	reactionary
re;ac;tive	reactive
re;ac;tor	reactor
re;act	react
re;ad;mis;sion	readmission
re;af;firm	reaffirm
re;al	real
re;al;es;tate	realestate
re;al;i;sa;tion	realisation
re;al;i;ty	reality
re;al;is;ing	realising
re;al;is;ti;cal;ly	realistically
re;al;is;tic	realistic
re;al;ise	realise
re;al;ised	realised
re;al;ism	realism
re;al;ist	realist
re;al;iz;ing	realizing
re;al;ize	realize
re;al;ized	realized
re;al;lo;ca;tion	reallocation
re;al;ly	really
re;al;tor	realtor
re;al;ty	realty
re;als	reals
re;ap;pear	reappear
re;ap;ply	reapply
re;ap;point;ment	reappointment
re;ar;rang;ing	rearranging
re;ar;range	rearrange
re;ar;range;ment	rearrangement
re;ar;ranged	rearranged
re;as;sess	reassess
re;as;sess;ment	reassessment
re;as;sign;ment	reassignment
re;as;sur;ance	reassurance
re;as;sure	reassure
re;au;thor;i;za;tion	reauthorization
re;bate	rebate
re;bel;lion	rebellion
re;bel;lious	rebellious
re;birth	rebirth
re;born	reborn
re;bound	rebound
re;broad;cast	rebroadcast
re;build	rebuild
re;build;ing	rebuilding
re;buke	rebuke
re;but;tal	rebuttal
re;cal;cu;lat;ed	recalculated
re;cal;cu;late	recalculate
re;call	recall
re;cap	recap
re;cap;ture	recapture
re;cast	recast
re;ced;ing	receding
re;ceipt	receipt
re;ceiv;a;ble	receivable
re;ceiv;er	receiver
re;ceiv;ing	receiving
re;ceive	receive
re;ceived	received
re;cent	recent
re;cent;ly	recently
re;cep;ta;cle	receptacle
re;cep;tion	reception
re;cep;tion;ist	receptionist
re;cep;tive	receptive
re;cep;tor	receptor
re;cer;ti;fi;ca;tion	recertification
re;cer;ti;fied	recertified
re;ces;sion	recession
re;ces;sive	recessive
re;cess	recess
re;charg;ing	recharging
re;charge	recharge
re;charge;a;ble	rechargeable
re;charged	recharged
re;cid;i;vism	recidivism
re;cip;i;ent	recipient
re;cip;ro;cal	reciprocal
re;cip;ro;cat;ing	reciprocating
re;cir;cu;la;tion	recirculation
re;cit;al	recital
re;cit;ed	recited
re;cit;ing	reciting
re;cite	recite
re;claim	reclaim
re;clas;si;fi;ca;tion	reclassification
re;clin;er	recliner
re;clin;ing	reclining
re;code	recode
re;coil	recoil
re;com;bi;na;tion	recombination
re;com;pile	recompile
re;con	recon
re;con;nais;sance	reconnaissance
re;con;nec;tion	reconnection
re;con;nect	reconnect
re;con;sid;er	reconsider
re;con;sid;er;a;tion	reconsideration
re;con;sti;tu;ted	reconstituted
re;con;sti;tu;tion	reconstitution
re;con;struc;tion	reconstruction
re;con;struc;tive	reconstructive
re;con;struct	reconstruct
re;con;struct;ed	reconstructed
re;cord;a;ble	recordable
re;cord;er	recorder
re;cord;ing	recording
re;count	recount
re;coup	recoup
re;course	recourse
re;cov;er	recover
re;cov;er;a;ble	recoverable
re;cov;er;ies	recoveries
re;cov;er;y	recovery
re;cruit	recruit
re;cruit;er	recruiter
re;cruit;ment	recruitment
re;cum;bent	recumbent
re;cur	recur
re;cur;rence	recurrence
re;cur;rent	recurrent
re;cur;sion	recursion
re;cur;sive	recursive
re;cy;cle	recycle
re;de;fin;ing	redefining
re;de;fine	redefine
re;de;fined	redefined
re;de;ploy;ment	redeployment
re;de;sign	redesign
re;de;vel;op;ment	redevelopment
re;deem	redeem
re;deem;a;ble	redeemable
re;deem;er	redeemer
re;deem;ing	redeeming
re;def;i;ni;tion	redefinition
re;demp;tion	redemption
re;des;ig;nat;ed	redesignated
re;di;rect	redirect
re;dis;cov;er	rediscover
re;dis;tri;bu;tion	redistribution
re;dis;trib;ut;ed	redistributed
re;dis;trib;ut;ing	redistributing
re;dis;trib;ute	redistribute
re;do	redo
re;done	redone
re;dox	redox
re;draw	redraw
re;dress	redress
re;duc;ing	reducing
re;duc;tase	reductase
re;duc;tion	reduction
re;duce	reduce
re;duced	reduced
re;ducer	reducer
re;dun;dan;cy	redundancy
re;dun;dant	redundant
re;e;lec;tion	reelection
re;en;ter	reenter
re;en;try	reentry
re;fer;ral	referral
re;fer;ring	referring
re;ferred	referred
re;fi;nanc;ing	refinancing
re;fi;nance	refinance
re;fi;nanced	refinanced
re;fill	refill
re;fill;a;ble	refillable
re;fin;er;ies	refineries
re;fin;er;y	refinery
re;fin;ing	refining
re;fine	refine
re;fine;ment	refinement
re;fined	refined
re;flec;tion	reflection
re;flec;tiv;i;ty	reflectivity
re;flec;tive	reflective
re;flec;tor	reflector
re;flect	reflect
re;flect;ance	reflectance
re;flex	reflex
re;flex;ive	reflexive
re;flux	reflux
re;fo;cus	refocus
re;for;mu;lat;ed	reformulated
re;form	reform
re;form;er	reformer
re;formed	reformed
re;frac;tion	refraction
re;frac;tive	refractive
re;frac;to;ry	refractory
re;frac;tor	refractor
re;frain	refrain
re;fresh	refresh
re;fresh;er	refresher
re;fresh;ing	refreshing
re;fresh;ing;ly	refreshingly
re;fresh;ment	refreshment
re;frig;er;a;tion	refrigeration
re;frig;er;a;tor	refrigerator
re;frig;er;ant	refrigerant
re;frig;er;at;ed	refrigerated
re;frig;er;ate	refrigerate
re;fu;el;ing	refueling
re;fund	refund
re;fund;a;ble	refundable
re;fur;bish	refurbish
re;fus;al	refusal
re;fus;ing	refusing
re;fused	refused
re;fut;ed	refuted
re;fute	refute
re;ga;li;a	regalia
re;gain	regain
re;gal	regal
re;gard	regard
re;gard;ing	regarding
re;gard;less	regardless
re;gat;ta	regatta
re;gen;cy	regency
re;gen;er;a;tion	regeneration
re;gen;er;a;tive	regenerative
re;gen;er;at;ed	regenerated
re;gen;er;at;ing	regenerating
re;gen;er;ate	regenerate
re;gent	regent
re;gi;na	regina
re;gime	regime
re;gion	region
re;gion;al	regional
re;gion;al;ism	regionalism
re;gion;al;ly	regionally
re;gres;sion	regression
re;gres;sive	regressive
re;gress	regress
re;gret	regret
re;gret;ta;ble	regrettable
re;gret;ta;bly	regrettably
re;growth	regrowth
re;ha;bil;i;ta;tion	rehabilitation
re;ha;bil;i;ta;tive	rehabilitative
re;ha;bil;i;tat;ed	rehabilitated
re;ha;bil;i;tate	rehabilitate
re;hear;ing	rehearing
re;hears;al	rehearsal
re;hears;ing	rehearsing
re;hearse	rehearse
re;hearsed	rehearsed
re;im;burse	reimburse
re;im;bursed	reimbursed
re;in;car;na;tion	reincarnation
re;in;force	reinforce
re;in;force;ment	reinforcement
re;in;stall	reinstall
re;in;stat;ed	reinstated
re;in;state	reinstate
re;in;state;ment	reinstatement
re;in;sur;ance	reinsurance
re;in;te;gra;tion	reintegration
re;in;tro;duc;tion	reintroduction
re;in;tro;duced	reintroduced
re;in;vent	reinvent
re;in;vest;ment	reinvestment
re;is;sue	reissue
re;is;sued	reissued
re;it;er;ate	reiterate
re;jec;tion	rejection
re;ject	reject
re;joic;ing	rejoicing
re;joice	rejoice
re;joiced	rejoiced
re;join	rejoin
re;ju;ve;nat;ing	rejuvenating
re;ju;ve;nate	rejuvenate
re;la;tion	relation
re;la;tion;al	relational
re;la;tion;ship	relationship
re;la;tions	relations
re;lapse	relapse
re;lat;ed	related
re;lat;ing	relating
re;late	relate
re;launch	relaunch
re;lax	relax
re;lax;a;tion	relaxation
re;lay	relay
re;lay;ing	relaying
re;leas;ing	releasing
re;lease	release
re;leased	released
re;lent;less	relentless
re;lent;less;ly	relentlessly
re;li;a;ble	reliable
re;li;ance	reliance
re;li;ant	reliant
re;li;gion	religion
re;li;gious	religious
re;li;gious;ly	religiously
re;lied	relied
re;lief	relief
re;liev;er	reliever
re;liev;ing	relieving
re;lieve	relieve
re;lieved	relieved
re;lin;quish	relinquish
re;list	relist
re;live	relive
re;lo;ca;tion	relocation
re;lo;cat;ed	relocated
re;lo;cat;ing	relocating
re;lo;cate	relocate
re;load	reload
re;luc;tance	reluctance
re;luc;tant	reluctant
re;luc;tant;ly	reluctantly
re;ly	rely
re;ly;ing	relying
re;main	remain
re;main;der	remainder
re;mains	remains
re;make	remake
re;man;u;fac;tured	remanufactured
re;mand	remand
re;mar;ried	remarried
re;mark	remark
re;mark;a;ble	remarkable
re;mas;ter	remaster
re;match	rematch
re;me;di;a;tion	remediation
re;me;di;al	remedial
re;mem;ber	remember
re;mem;brance	remembrance
re;mind	remind
re;mis;sion	remission
re;mit	remit
re;mit;tance	remittance
re;mit;ted	remitted
re;mix	remix
re;mod;el	remodel
re;mod;el;ing	remodeling
re;mod;eled	remodeled
re;morse	remorse
re;mort;gage	remortgage
re;mote	remote
re;mote;ly	remotely
re;mov;a;ble	removable
re;mov;al	removal
re;mov;er	remover
re;mov;ing	removing
re;move	remove
re;moved	removed
re;mu;ner;a;tion	remuneration
re;nais;sance	renaissance
re;nal	renal
re;nam;ing	renaming
re;name	rename
re;named	renamed
re;new	renew
re;new;al	renewal
re;nin	renin
re;nor;mal;i;za;tion	renormalization
re;nounce	renounce
re;nounced	renounced
re;nown	renown
re;nowned	renowned
re;nun;ci;a;tion	renunciation
re;o;pen	reopen
re;or;der	reorder
re;or;gan;i;za;tion	reorganization
re;or;gan;ize	reorganize
re;or;gan;ized	reorganized
re;paint	repaint
re;pair	repair
re;pair;er	repairer
re;pay	repay
re;pay;ment	repayment
re;peal	repeal
re;peat	repeat
re;peat;a;bil;i;ty	repeatability
re;peat;a;ble	repeatable
re;peat;ed	repeated
re;peat;ed;ly	repeatedly
re;peat;er	repeater
re;pel	repel
re;pel;lent	repellent
re;pent	repent
re;pent;ance	repentance
re;pet;i;tive	repetitive
re;plac;ing	replacing
re;place	replace
re;place;ment	replacement
re;placed	replaced
re;play	replay
re;plen;ish	replenish
re;plete	replete
re;ply	reply
re;po;si;tion	reposition
re;port	report
re;port;a;ble	reportable
re;port;age	reportage
re;port;ed;ly	reportedly
re;port;er	reporter
re;pos;i;tor;ies	repositories
re;pos;i;tor;y	repository
re;pose	repose
re;post	repost
re;pres;sion	repression
re;pres;sive	repressive
re;pres;sor	repressor
re;press	repress
re;prieve	reprieve
re;print	reprint
re;pris;al	reprisal
re;prise	reprise
re;pro	repro
re;pro;duc;i;bil;i;ty	reproducibility
re;pro;duc;i;ble	reproducible
re;pro;duc;ing	reproducing
re;pro;duc;tion	reproduction
re;pro;duc;tive	reproductive
re;pro;duce	reproduce
re;pro;duced	reproduced
re;proach	reproach
re;pu;di;a;tion	repudiation
re;pub;li;ca;tion	republication
re;pub;li;can	republican
re;pub;lic	republic
re;pub;lish	republish
re;pug;nant	repugnant
re;pul;sion	repulsion
re;pul;sive	repulsive
re;pur;chase	repurchase
re;put;ed	reputed
re;quest	request
re;quir;ing	requiring
re;quire	require
re;quire;ment	requirement
re;quired	required
re;read	reread
re;run	rerun
re;sale	resale
re;sched;ule	reschedule
re;sched;uled	rescheduled
re;scind	rescind
re;scis;sion	rescission
re;seal	reseal
re;search	research
re;search;er	researcher
re;sec;tion	resection
re;sell	resell
re;sell;er	reseller
re;sell;ing	reselling
re;sem;blance	resemblance
re;sem;ble	resemble
re;send	resend
re;sent	resent
re;sent;ment	resentment
re;serv;ing	reserving
re;serve	reserve
re;served	reserved
re;set	reset
re;set;ting	resetting
re;set;tle;ment	resettlement
re;shape	reshape
re;sid;ed	resided
re;sid;ing	residing
re;sid;u;al	residual
re;side	reside
re;sign	resign
re;signed	resigned
re;sil;ien;cy	resiliency
re;sil;ience	resilience
re;sil;ient	resilient
re;sis;tiv;i;ty	resistivity
re;sis;tive	resistive
re;sis;tor	resistor
re;sist	resist
re;sist;ance	resistance
re;sist;ant	resistant
re;sold	resold
re;solv;er	resolver
re;solv;ing	resolving
re;solve	resolve
re;solved	resolved
re;sort	resort
re;source	resource
re;source;ful	resourceful
re;spec;tive	respective
re;spec;tive;ly	respectively
re;spect	respect
re;spect;a;ble	respectable
re;spect;ful	respectful
re;spect;ful;ly	respectfully
re;spect;ing	respecting
re;spon;si;bil;i;ty	responsibility
re;spon;si;ble	responsible
re;spon;si;bly	responsibly
re;spon;sive	responsive
re;spon;sive;ness	responsiveness
re;spond	respond
re;spond;ent	respondent
re;sponse	response
re;start	restart
re;stat;ed	restated
re;state	restate
re;state;ment	restatement
re;stock	restock
re;stor;a;tive	restorative
re;stor;ing	restoring
re;store	restore
re;stored	restored
re;strain	restrain
re;straint	restraint
re;stric;tion	restriction
re;stric;tive	restrictive
re;strict	restrict
re;strict;ed	restricted
re;struc;tur;ing	restructuring
re;struc;ture	restructure
re;struc;tured	restructured
re;sub;mit	resubmit
re;sult	result
re;sult;ant	resultant
re;sum;ing	resuming
re;sume	resume
re;sumed	resumed
re;sump;tion	resumption
re;sur;fac;ing	resurfacing
re;sur;gence	resurgence
re;sus;ci;ta;tion	resuscitation
re;tail	retail
re;tail;er	retailer
re;tain	retain
re;tain;er	retainer
re;take	retake
re;tal;i;a;tion	retaliation
re;tal;i;ate	retaliate
re;tar;da;tion	retardation
re;tard	retard
re;tard;ant	retardant
re;tard;ed	retarded
re;te	rete
re;tell;ing	retelling
re;ten;tion	retention
re;test	retest
re;think	rethink
re;think;ing	rethinking
re;tic;u;lum	reticulum
re;tin	retin
re;tir;ee	retiree
re;tir;ing	retiring
re;tire	retire
re;tire;ment	retirement
re;tired	retired
re;tort	retort
re;trac;tion	retraction
re;tract	retract
re;tract;a;ble	retractable
re;trans;mis;sion	retransmission
re;trans;mit	retransmit
re;trans;mit;ted	retransmitted
re;treat	retreat
re;triev;al	retrieval
re;triev;er	retriever
re;triev;ing	retrieving
re;trieve	retrieve
re;trieved	retrieved
re;try	retry
re;turn	return
re;turn;a;ble	returnable
re;type	retype
re;u;ni;fi;ca;tion	reunification
re;u;nit;ed	reunited
re;u;nite	reunite
re;un;ion	reunion
re;us;a;ble	reusable
re;us;ing	reusing
re;use	reuse
re;used	reused
re;val;u;a;tion	revaluation
re;vamp	revamp
re;veal	reveal
re;venge	revenge
re;ver;sal	reversal
re;ver;sion	reversion
re;vere	revere
re;vered	revered
re;vers;i;ble	reversible
re;verse	reverse
re;vert	revert
re;vi;sion	revision
re;vi;sion;ist	revisionist
re;vi;tal;i;za;tion	revitalization
re;vi;tal;iz;ing	revitalizing
re;vi;tal;ize	revitalize
re;vi;tal;ized	revitalized
re;view	review
re;vis;ing	revising
re;vis;it	revisit
re;vise	revise
re;vised	revised
re;viv;al	revival
re;viv;ing	reviving
re;vive	revive
re;vived	revived
re;vok;ing	revoking
re;voke	revoke
re;voked	revoked
re;volt	revolt
re;volt;ing	revolting
re;volv;er	revolver
re;volv;ing	revolving
re;volve	revolve
re;volved	revolved
re;vue	revue
re;ward	reward
re;ward;ing	rewarding
re;wind	rewind
re;work	rework
re;work;ing	reworking
re;writ;ing	rewriting
re;writ;ten	rewritten
re;write	rewrite
re;wrote	rewrote
re;zon;ing	rezoning
rea;son	reason
rea;son;a;ble	reasonable
rea;son;a;ble;ness	reasonableness
rea;son;a;bly	reasonably
rea;son;ing	reasoning
rea;soned	reasoned
reach	reach
reach;a;ble	reachable
read	read
read;a;bil;i;ty	readability
read;a;ble	readable
read;er	reader
read;er;ship	readership
read;i;ly	readily
read;i;ness	readiness
read;ing	reading
read;y	ready
realm	realm
ream	ream
reap	reap
reap;er	reaper
rear	rear
reb	reb
reb;be	rebbe
reb;el	rebel
rec	rec
rec;i;pe	recipe
rec;i;proc;i;ty	reciprocity
rec;i;ta;tion	recitation
rec;la;ma;tion	reclamation
rec;luse	recluse
rec;og;ni;tion	recognition
rec;og;nis;ing	recognising
rec;og;nise	recognise
rec;og;nised	recognised
rec;og;niz;a;ble	recognizable
rec;og;niz;ing	recognizing
rec;og;nize	recognize
rec;og;nized	recognized
rec;ol;lec;tion	recollection
rec;ol;lect	recollect
rec;om;men;da;tion	recommendation
rec;om;mend	recommend
rec;on;cil;ing	reconciling
rec;on;cile	reconcile
rec;on;ciled	reconciled
rec;ord	record
rec;re;a;tion	recreation
rec;re;a;tion;al	recreational
rec;re;ate	recreate
rec;tal	rectal
rec;tan;gle	rectangle
rec;tan;gu;lar	rectangular
rec;ti;fi;ca;tion	rectification
rec;ti;fi;er	rectifier
rec;ti;fied	rectified
rec;ti;fy	rectify
rec;to;ry	rectory
rec;tor	rector
rec;tum	rectum
reck;less	reckless
reck;on	reckon
reck;on;ing	reckoning
rect	rect
red	red
red;dish	reddish
red;head	redhead
red;neck	redneck
red;ness	redness
red;wood	redwood
redd	redd
redd;ing	redding
rede	rede
ree;bok	reebok
reed	reed
reed;y	reedy
reef	reef
reef;er	reefer
reel	reel
reeve	reeve
ref	ref
ref;er;ee	referee
ref;er;en;dum	referendum
ref;er;en;tial	referential
ref;er;enc;ing	referencing
ref;er;ence	reference
ref;er;enced	referenced
ref;er;ent	referent
ref;or;ma;tion	reformation
ref;u;gee	refugee
ref;u;ta;tion	refutation
ref;uge	refuge
ref;use	refuse
refer	refer
reg	reg
reg;gae	reggae
reg;i;men	regimen
reg;i;men;tal	regimental
reg;i;ment	regiment
reg;is;ter	register
reg;is;tered	registered
reg;is;tra;tion	registration
reg;is;trant	registrant
reg;is;trar	registrar
reg;is;try	registry
reg;o	rego
reg;u;la;tion	regulation
reg;u;la;tor	regulator
reg;u;lar	regular
reg;u;lar;i;ty	regularity
reg;u;lar;i;za;tion	regularization
reg;u;lar;ly	regularly
reg;u;lat;ed	regulated
reg;u;lat;ing	regulating
reg;u;late	regulate
reif	reif
reign	reign
rein	rein
rein;deer	reindeer
reins	reins
reis	reis
rel	rel
rel;a;tiv;i;ty	relativity
rel;a;tiv;is;tic	relativistic
rel;a;tiv;ism	relativism
rel;a;tive	relative
rel;e;gat;ed	relegated
rel;e;van;cy	relevancy
rel;e;vance	relevance
rel;e;vant	relevant
rel;ic	relic
rel;ish	relish
rem	rem
rem;e;died	remedied
rem;e;dy	remedy
rem;i;nis;cent	reminiscent
rem;nant	remnant
ren;con;tre	rencontre
ren;der;er	renderer
ren;der;ing	rendering
ren;dez;vous	rendezvous
ren;di;tion	rendition
ren;du	rendu
ren;e;gade	renegade
ren;o;va;tion	renovation
ren;o;vat;ed	renovated
ren;o;vat;ing	renovating
ren;o;vate	renovate
rend	rend
rend;er	render
rent	rent
rent;al	rental
rent;er	renter
rep	rep
rep;a;ra;tion	reparation
rep;e;ti;tion	repetition
rep;er;to;ry	repertory
rep;er;toire	repertoire
rep;li;ca	replica
rep;li;ca;tion	replication
rep;li;cat;ed	replicated
rep;li;cate	replicate
rep;re;hen;si;ble	reprehensible
rep;re;sen;ta;tion	representation
rep;re;sen;ta;tion;al	representational
rep;re;sent	represent
rep;re;sent;a;tive	representative
rep;ri;mand	reprimand
rep;tile	reptile
rep;u;ta;ble	reputable
rep;u;ta;tion	reputation
repr	repr
rept	rept
req	req
req;ui;em	requiem
req;ui;si;tion	requisition
req;ui;site	requisite
res	res
res;cu;ing	rescuing
res;cue	rescue
res;cued	rescued
res;er;va;tion	reservation
res;er;voir	reservoir
res;i;den;cy	residency
res;i;den;tial	residential
res;i;dence	residence
res;i;dent	resident
res;i;due	residue
res;ig;na;tion	resignation
res;in	resin
res;o;lu;tion	resolution
res;o;lute	resolute
res;o;na;tor	resonator
res;o;nance	resonance
res;o;nant	resonant
res;o;nate	resonate
res;pi;ra;tion	respiration
res;pi;ra;to;ry	respiratory
res;pi;ra;tor	respirator
res;pite	respite
res;tau;rant	restaurant
res;ti;tu;tion	restitution
res;to;ra;tion	restoration
res;ur;rec;tion	resurrection
res;ur;rect	resurrect
resp	resp
rest	rest
rest;ful	restful
rest;ing	resting
rest;less	restless
rest;less;ness	restlessness
ret	ret
ret;i;na	retina
ret;i;nol	retinol
ret;ri;bu;tion	retribution
ret;ro	retro
