syllabified	notSyllabified	numeric
pres;sure	pressure	10001000
pres;sured	pressured	100010000
pres;tig;ious	prestigious	10001001000
pres;tige	prestige	10001000
pres;to	presto	100010
press	press	10000
press;er	presser	1000010
press;ing	pressing	10000100
press;room	pressroom	100001000
pret	pret	1000
pret;ti;er	prettier	10001010
pret;ti;est	prettiest	100010100
pret;ty	pretty	100010
pret;zel	pretzel	1000100
prev;a;lence	prevalence	1000110000
prev;a;lent	prevalent	100011000
prey	prey	1000
pri;ma;cy	primacy	1001010
pri;ma;ry	primary	1001010
pri;ma;ve;ra	primavera	100101010
pri;mal	primal	100100
pri;mar;i;ly	primarily	100100110
pri;mate	primate	1001000
pri;mo	primo	10010
pri;mor;di;al	primordial	1001001010
pri;mus	primus	100100
pri;on	prion	10010
pri;or	prior	10010
pri;or;i;ty	priority	10010110
pri;or;y	priory	100101
pri;us	prius	10010
pri;va;cy	privacy	1001010
pri;va;teer	privateer	100101000
pri;vate	private	1001000
pri;vate;ly	privately	100100010
pri;vates	privates	10010000
pric;ing	pricing	1000100
price	price	10000
price;less	priceless	100001000
price;y	pricey	100001
prick	prick	10000
prick;ly	prickly	1000010
pride	pride	10000
priest	priest	100000
priest;ess	priestess	100000100
priest;hood	priesthood	1000001000
priest;ly	priestly	10000010
prim	prim	1000
prim;er	primer	100010
prim;i;tive	primitive	100011000
prim;ing	priming	1000100
prim;rose	primrose	10001000
prime	prime	10000
prin	prin	1000
prin;cess	princess	10001000
prin;ci;pal	principal	100010100
prin;ci;pal;i;ty	principality	100010100110
prin;ci;pal;ly	principally	10001010010
prin;ci;pe	principe	10001010
prin;ci;ple	principle	100010100
prin;ci;pled	principled	1000101000
prince	prince	100000
print	print	10000
print;a;ble	printable	100001100
print;er	printer	1000010
print;ing	printing	10000100
print;mak;ing	printmaking	10000100100
pris;on	prison	100010
pris;on;er	prisoner	10001010
pris;tine	pristine	10001000
prise	prise	10000
prism	prism	10000
priv	priv	1000
priv;i;lege	privilege	100011000
priv;i;leged	privileged	1000110000
priv;y	privy	10001
prize	prize	10000
pro	pro	100
pro;ba;tion	probation	100101000
pro;bate	probate	1001000
pro;ce;dure	procedure	100101000
pro;ceed	proceed	1001000
pro;ceed;ing	proceeding	1001000100
pro;ceeds	proceeds	10010000
pro;ces;sion	procession	1001001000
pro;ces;sor	processor	100100100
pro;claim	proclaim	10010000
pro;cras;ti;na;tion	procrastination	100100010101000
pro;cur;ing	procuring	100100100
pro;cure	procure	1001000
pro;cure;ment	procurement	10010001000
pro;cured	procured	10010000
pro;di;gious	prodigious	1001010000
pro;duc;er	producer	10010010
pro;duc;ing	producing	100100100
pro;duc;tion	production	1001001000
pro;duc;tiv;i;ty	productivity	100100100110
pro;duc;tive	productive	1001001000
pro;duc;tive;ly	productively	100100100010
pro;duce	produce	1001000
pro;duced	produced	10010000
pro;fan;i;ty	profanity	100100110
pro;fane	profane	1001000
pro;fes;sion	profession	1001001000
pro;fes;sion;al	professional	100100100010
pro;fes;sion;al;ism	professionalism	100100100010100
pro;fes;sion;al;ly	professionally	10010010001010
pro;fes;sor	professor	100100100
pro;fes;sor;ship	professorship	1001001001000
pro;fess	profess	1001000
pro;fessed	professed	100100000
pro;fi;cien;cy	proficiency	10010100010
pro;fi;cient	proficient	1001010000
pro;fil;er	profiler	10010010
pro;fil;ing	profiling	100100100
pro;file	profile	1001000
pro;filed	profiled	10010000
pro;found	profound	10010000
pro;found;ly	profoundly	1001000010
pro;fu;sion	profusion	100101000
pro;fuse;ly	profusely	100100010
pro;gen;i;tor	progenitor	1001001100
pro;ges;ter;one	progesterone	100100100100
pro;gram	program	1001000
pro;gram;ing	programing	1001000100
pro;gram;ma;ble	programmable	100100010100
pro;gram;mat;ic	programmatic	100100010010
pro;gram;mer	programmer	1001000100
pro;gram;ming	programming	10010001000
pro;gramme	programme	100100000
pro;grammed	programmed	1001000000
pro;gres;sion	progression	10010001000
pro;gres;sive	progressive	10010001000
pro;gres;sive;ly	progressively	1001000100010
pro;hi;bi;tion	prohibition	10010101000
pro;hib;i;tive	prohibitive	10010011000
pro;hib;it	prohibit	10010010
pro;jec;tile	projectile	1001001000
pro;jec;tion	projection	1001001000
pro;jec;tive	projective	1001001000
pro;jec;tor	projector	100100100
pro;jet	projet	100100
pro;lac;tin	prolactin	100100100
pro;lapse	prolapse	10010000
pro;le;tar;i;at	proletariat	10010100110
pro;lif;er;a;tion	proliferation	1001001011000
pro;lif;er;a;tive	proliferative	1001001011000
pro;lif;er;ate	proliferate	10010010100
pro;lif;ic	prolific	10010010
pro;line	proline	1001000
pro;log	prolog	100100
pro;logue	prologue	10010000
pro;lon;ga;tion	prolongation	100100101000
pro;long	prolong	1001000
pro;mis;cu;ous	promiscuous	10010010100
pro;mo;tion	promotion	100101000
pro;mo;tion;al	promotional	10010100010
pro;mot;ed	promoted	10010010
pro;mot;er	promoter	10010010
pro;mot;ing	promoting	100100100
pro;mote	promote	1001000
pro;noun	pronoun	1001000
pro;nounce	pronounce	100100000
pro;nounced	pronounced	1001000000
pro;nun;ci;a;tion	pronunciation	1001001011000
pro;pane	propane	1001000
pro;pel	propel	100100
pro;pel;lant	propellant	1001001000
pro;pel;ler	propeller	100100100
pro;pelled	propelled	100100000
pro;pen;si;ty	propensity	1001001010
pro;phet;ic	prophetic	100100010
pro;pi;o;nate	propionate	1001011000
pro;po;nent	proponent	100101000
pro;por;tion	proportion	1001001000
pro;por;tion;al	proportional	100100100010
pro;por;tion;al;i;ty	proportionality	100100100010110
pro;por;tion;ate	proportionate	1001001000100
pro;por;tion;ate;ly	proportionately	100100100010010
pro;por;tioned	proportioned	100100100000
pro;pos;al	proposal	10010010
pro;pos;er	proposer	10010010
pro;pos;ing	proposing	100100100
pro;pose	propose	1001000
pro;posed	proposed	10010000
pro;pran;o;lol	propranolol	10010001100
pro;pri;e;tar;y	proprietary	10010011001
pro;pri;e;tor	proprietor	1001001100
pro;pri;e;tor;ship	proprietorship	10010011001000
pro;pri;e;ty	propriety	100100110
pro;pul;sion	propulsion	1001001000
pro;pyl;ene	propylene	100100100
pro;rat;ed	prorated	10010010
pro;spec;tive	prospective	10010001000
pro;spec;tus	prospectus	1001000100
pro;spec;tus;es	prospectuses	100100010010
pro;stat;ic	prostatic	100100010
pro;tag;o;nist	protagonist	10010011000
pro;te;a	protea	100101
pro;te;ase	protease	10010100
pro;te;ge	protege	1001010
pro;te;o;lyt;ic	proteolytic	10010110010
pro;tec;tion	protection	1001001000
pro;tec;tion;ism	protectionism	1001001000100
pro;tec;tive	protective	1001001000
pro;tec;tor	protector	100100100
pro;tect	protect	1001000
pro;tect;ing	protecting	1001000100
pro;tein	protein	1001000
pro;tein;ase	proteinase	1001000100
pro;test	protest	1001000
pro;test;er	protester	100100010
pro;to;col	protocol	10010100
pro;to;type	prototype	100101000
pro;to;zo;a	protozoa	10010101
pro;ton	proton	100100
pro;trud;ing	protruding	1001000100
pro;ver;bi;al	proverbial	1001001010
pro;vi;sion	provision	100101000
pro;vi;sion;al	provisional	10010100010
pro;vi;sion;al;ly	provisionally	1001010001010
pro;vi;so	proviso	1001010
pro;vid;ed	provided	10010010
pro;vid;er	provider	10010010
pro;vid;ing	providing	100100100
pro;vide	provide	1001000
pro;vin;cial	provincial	1001001000
pro;voc;a;tive	provocative	10010011000
pro;vok;ing	provoking	100100100
pro;voke	provoke	1001000
pro;voked	provoked	10010000
prob	prob	1000
prob;a;bil;i;ty	probability	10001100110
prob;a;ble	probable	10001100
prob;a;bly	probably	10001100
prob;ing	probing	1000100
prob;lem	problem	1000100
prob;lem;at;ic	problematic	10001001010
probe	probe	10000
proc	proc	1000
proc;ess	process	1000100
proc;la;ma;tion	proclamation	100010101000
proc;tor	proctor	1000100
prod	prod	1000
prod;i;gal	prodigal	10001100
prod;i;gy	prodigy	1000110
prod;uct	product	1000100
prof	prof	1000
prof;it	profit	100010
prof;it;a;bil;i;ty	profitability	1000101100110
prof;it;a;ble	profitable	1000101100
prof;it;a;bly	profitably	1000101100
prog	prog	1000
prog;e;ny	progeny	1000110
prog;no;sis	prognosis	100010100
prog;nos;tic	prognostic	1000100100
prog;ress	progress	10001000
proj;ect	project	1000100
prom	prom	1000
prom;e;nade	promenade	100011000
prom;i;nence	prominence	1000110000
prom;i;nent	prominent	100011000
prom;is;ing	promising	100010100
prom;is;so;ry	promissory	1000101010
prom;ise	promise	1000100
prom;ised	promised	10001000
prom;on;to;ry	promontory	1000101010
prom;ul;ga;tion	promulgation	100010101000
prom;ul;gate	promulgate	1000101000
prompt	prompt	100000
prompt;ly	promptly	10000010
pron	pron	1000
pron;to	pronto	100010
prone	prone	10000
prong	prong	10000
proof	proof	10000
proof;ing	proofing	10000100
proof;read	proofread	100001000
prop	prop	1000
prop;a;ga;tion	propagation	10001101000
prop;a;gan;da	propaganda	1000110010
prop;a;gate	propagate	100011000
prop;er	proper	100010
prop;er;ly	properly	10001010
prop;er;ty	property	10001010
prop;o;si;tion	proposition	10001101000
prop;o;si;tion;al	propositional	1000110100010
proph;e;cy	prophecy	10000110
proph;e;sy	prophesy	10000110
proph;et	prophet	1000010
proph;y;lac;tic	prophylactic	100001100100
proph;y;lax;is	prophylaxis	10000110010
pros	pros	1000
pros;e;cu;tion	prosecution	10001101000
pros;e;cu;tor	prosecutor	1000110100
pros;e;cut;ed	prosecuted	1000110010
pros;e;cut;ing	prosecuting	10001100100
pros;e;cute	prosecute	100011000
pros;pec;tor	prospector	1000100100
pros;pect	prospect	10001000
pros;per	prosper	1000100
pros;per;i;ty	prosperity	1000100110
pros;per;ous	prosperous	1000100100
pros;ta;glan;din	prostaglandin	1000101000100
pros;tate	prostate	10001000
pros;the;sis	prosthesis	1000100100
pros;thet;ics	prosthetics	10001000100
pros;ti;tu;tion	prostitution	100010101000
pros;ti;tute	prostitute	1000101000
pros;trate	prostrate	100010000
prose	prose	10000
pross;er	prosser	1000010
proud	proud	10000
proud;ly	proudly	1000010
prov	prov	1000
prov;e;nance	provenance	1000110000
prov;en	proven	100010
prov;erb	proverb	1000100
prov;i;dence	providence	1000110000
prov;i;dent	provident	100011000
prov;ince	province	10001000
prov;o;ca;tion	provocation	10001101000
prov;ost	provost	1000100
prove	prove	10000
prow;ess	prowess	1000100
prowl	prowl	10000
prowl;er	prowler	1000010
prox;i;mal	proximal	10001100
prox;i;mate	proximate	100011000
prox;ies	proxies	1000100
prox;im;i;ty	proximity	100010110
prox;y	proxy	10001
prs	prs	100
pru;den;tial	prudential	1001001000
pru;dence	prudence	10010000
pru;dent	prudent	1001000
prun;ing	pruning	1000100
prune	prune	10000
pry	pry	100
pry;ing	prying	100100
psalm	psalm	10000
pseu;do	pseudo	100010
pseu;do;e;phed;rine	pseudoephedrine	100010110001000
pseu;do;nym	pseudonym	100010100
pseu;dom;o;nas	pseudomonas	10001001100
psf	psf	100
psi	psi	100
psig	psig	1000
pso;ri;a;sis	psoriasis	100101100
pss	pss	100
psy;chi;a;trist	psychiatrist	100100110000
psy;chi;a;try	psychiatry	1001001100
psy;chi;at;ric	psychiatric	10010010100
psy;chic	psychic	1001000
psy;cho	psycho	100100
psy;cho;a;nal;y;sis	psychoanalysis	10010011001100
psy;cho;an;a;lyt;ic	psychoanalytic	10010010110010
psy;cho;log;i;cal	psychological	1001001001100
psy;cho;log;i;cal;ly	psychologically	100100100110010
psy;cho;met;ric	psychometric	100100100100
psy;cho;pa;thol;o;gy	psychopathology	100100101000110
psy;cho;phar;ma;col;o;gy	psychopharmacology	100100100010100110
psy;cho;sis	psychosis	100100100
psy;cho;so;cial	psychosocial	100100101000
psy;cho;ther;a;pist	psychotherapist	100100100011000
psy;cho;ther;a;py	psychotherapy	1001001000110
psy;cho;trop;ic	psychotropic	100100100010
psy;chol;o;gist	psychologist	100100011000
psy;chol;o;gy	psychology	1001000110
psy;chot;ic	psychotic	100100010
psych	psych	10000
psych;e;del;ic	psychedelic	10000110010
psyche	psyche	100000
pta	pta	100
pto	pto	100
pts	pts	100
pty	pty	100
pu;ber;ty	puberty	1010010
pu;bes;cent	pubescent	101001000
pu;bic	pubic	10100
pu;ja	puja	1010
pu;ma	puma	1010
pu;ni;tive	punitive	10101000
pu;ny	puny	1010
pu;pa	pupa	1010
pu;pil	pupil	10100
pu;ree	puree	10100
pu;ri	puri	1010
pu;ri;fied	purified	10101000
pu;ri;fy	purify	101010
pu;ri;fy;ing	purifying	101010100
pu;ri;tan	puritan	1010100
pu;ri;ty	purity	101010
pu;rine	purine	101000
pu;ta;tive	putative	10101000
pub	pub	100
pub;li;ca;tion	publication	10010101000
pub;li;cist	publicist	100101000
pub;li;cize	publicize	100101000
pub;li;cized	publicized	1001010000
pub;lic	public	100100
pub;lic;i;ty	publicity	100100110
pub;lic;ly	publicly	10010010
pub;lish	publish	1001000
pub;lish;er	publisher	100100010
pub;lish;ing	publishing	1001000100
publ	publ	1000
puck	puck	1000
pud;ding	pudding	1001000
pud;dle	puddle	100100
pueb;lo	pueblo	100010
puf;fin	puffin	100100
puff	puff	1000
puff;y	puffy	10001
pug	pug	100
puke	puke	1000
pul	pul	100
pul;ley	pulley	100100
pul;mo;nar;y	pulmonary	100101001
pul;pit	pulpit	100100
pul;sar	pulsar	100100
pul;sat;ing	pulsating	100100100
pull	pull	1000
pull;o;ver	pullover	10001100
pulp	pulp	1000
puls;ing	pulsing	1000100
pulse	pulse	10000
pum;ice	pumice	100100
pump	pump	1000
pump;ing	pumping	1000100
pump;kin	pumpkin	1000100
pun	pun	100
pun;dit	pundit	100100
pun;gent	pungent	1001000
pun;ish	punish	100100
pun;ish;a;ble	punishable	1001001100
pun;ish;er	punisher	10010010
pun;ish;ment	punishment	1001001000
punc;tu;a;tion	punctuation	10001011000
punc;tu;al	punctual	10001010
punc;tu;al;i;ty	punctuality	10001010110
punc;ture	puncture	10001000
punch	punch	10000
punk	punk	1000
punt	punt	1000
punt;er	punter	100010
pup	pup	100
pup;pet	puppet	100100
pup;pet;ry	puppetry	10010010
pup;py	puppy	10010
pur;chas;er	purchaser	100100010
pur;chase	purchase	10010000
pur;est	purest	100100
pur;ga;to;ry	purgatory	100101010
pur;ple	purple	100100
pur;port	purport	1001000
pur;pose	purpose	1001000
pur;pose;ful	purposeful	1001000100
pur;pose;ly	purposely	100100010
pur;su;ance	pursuance	100101000
pur;su;ant	pursuant	10010100
pur;su;ing	pursuing	10010100
pur;sue	pursue	100100
pur;sued	pursued	1001000
pur;suit	pursuit	1001000
pur;view	purview	1001000
pure	pure	1000
pure;bred	purebred	10001000
pure;ly	purely	100010
purg;ing	purging	1000100
purge	purge	10000
purl	purl	1000
purr	purr	1000
purse	purse	10000
pus	pus	100
push	push	1000
push;chair	pushchair	100010000
push;er	pusher	100010
push;ing	pushing	1000100
push;y	pushy	10001
pushed	pushed	100000
puss	puss	1000
puss;ies	pussies	1000100
puss;y	pussy	10001
put	put	100
put;ting	putting	1001000
put;ty	putty	10010
putt	putt	1000
putt;er	putter	100010
puz;zle	puzzle	100100
py;jam;as	pyjamas	1010010
py;lo;ri	pylori	101010
py;lon	pylon	10100
py;ram;i;dal	pyramidal	101001100
py;rene	pyrene	101000
py;rite	pyrite	101000
py;ro;tech;nics	pyrotechnics	101010001000
py;thon	python	101000
pye	pye	100
pyg;my	pygmy	10010
pyr;a;mid	pyramid	1001100
qty	qty	100
qua	qua	100
qua;sar	quasar	100100
qua;ter;nar;y	quaternary	1001001001
qua;tre	quatre	100100
quack	quack	10000
quad	quad	1000
quad;ra	quadra	100010
quad;ra;ture	quadrature	1000101000
quad;ran;gle	quadrangle	1000100100
quad;rant	quadrant	10001000
quad;rat;ic	quadratic	100010010
quad;ru;ple	quadruple	100010100
quag;ga	quagga	100010
quag;mire	quagmire	10001000
quail	quail	10000
quaint	quaint	100000
quake	quake	10000
qual;i;fi;ca;tion	qualification	1000110101000
qual;i;fi;er	qualifier	100011010
qual;i;fied	qualified	100011000
qual;i;fy	qualify	1000110
qual;i;fy;ing	qualifying	1000110100
qual;i;ta;tive	qualitative	10001101000
qual;i;ta;tive;ly	qualitatively	1000110100010
qual;i;ty	quality	1000110
quan;da;ry	quandary	10001010
quan;ta	quanta	100010
quan;ti;fi;a;ble	quantifiable	100010101100
quan;ti;fied	quantified	1000101000
quan;ti;fy	quantify	10001010
quan;ti;fy;ing	quantifying	10001010100
quan;ti;ta;tive	quantitative	100010101000
quan;ti;ta;tive;ly	quantitatively	10001010100010
quan;ti;ty	quantity	10001010
quan;ti;za;tion	quantization	100010101000
quan;tized	quantized	100010000
quan;tum	quantum	1000100
quant	quant	10000
quar;an;tine	quarantine	1000101000
quar;rel	quarrel	1000100
quar;ry	quarry	100010
quar;ry;ing	quarrying	100010100
quar;ter	quarter	1000100
quar;ter;back	quarterback	10001001000
quar;ter;ly	quarterly	100010010
quar;ter;mas;ter	quartermaster	1000100100100
quar;ters	quarters	10001000
quar;tet	quartet	1000100
quar;tile	quartile	10001000
quar;to	quarto	100010
quark	quark	10000
quart	quart	10000
quartz	quartz	100000
quay	quay	1000
que;ry	query	10010
queen	queen	10000
queer	queer	10000
quell	quell	10000
quench	quench	100000
ques	ques	1000
ques;tion	question	10001000
ques;tion;a;ble	questionable	100010001100
ques;tion;ing	questioning	10001000100
ques;tion;naire	questionnaire	1000100010000
quest	quest	10000
quet;zal	quetzal	1000100
queu;ing	queuing	1000100
queue	queue	10000
qui;es;cent	quiescent	100101000
qui;et	quiet	10010
qui;et;er	quieter	1001010
qui;et;ly	quietly	1001010
quib;ble	quibble	1000100
quiche	quiche	100000
quick	quick	10000
quick;en	quicken	1000010
quick;er	quicker	1000010
quick;ie	quickie	1000010
quick;ly	quickly	1000010
quick;ness	quickness	100001000
quick;sil;ver	quicksilver	10000100100
quid	quid	1000
quill	quill	10000
quilt	quilt	10000
quilt;ed	quilted	1000010
quilt;er	quilter	1000010
quilt;ing	quilting	10000100
quin	quin	1000
quin;cy	quincy	100010
quin;tes;sen;tial	quintessential	10001001001000
quin;tes;sence	quintessence	100010010000
quin;tet	quintet	1000100
quin;tile	quintile	10001000
quin;ton	quinton	1000100
quince	quince	100000
quint	quint	10000
quirk	quirk	10000
quirk;y	quirky	100001
quit	quit	1000
quite	quite	10000
quits	quits	10000
quiv;er	quiver	100010
quiz	quiz	1000
quiz;zes	quizzes	1000100
quo	quo	100
quo;ta	quota	10010
quo;ta;tion	quotation	100101000
quo;tient	quotient	10010000
quod	quod	1000
quor;um	quorum	100010
quot	quot	1000
quot;a;ble	quotable	10001100
quot;ed	quoted	100010
quot;ing	quoting	1000100
quote	quote	10000
quoth	quoth	10000
ra;bies	rabies	101000
ra;cial	racial	101000
ra;cial;ly	racially	10100010
ra;dar	radar	10100
ra;di;a;tion	radiation	101011000
ra;di;a;tive	radiative	101011000
ra;di;a;tor	radiator	10101100
ra;di;al	radial	101010
ra;di;an	radian	101010
ra;di;ance	radiance	10101000
ra;di;ant	radiant	1010100
ra;di;at;ed	radiated	10101010
ra;di;at;ing	radiating	101010100
ra;di;ate	radiate	1010100
ra;di;i	radii	10101
ra;di;o	radio	10101
ra;di;o;ac;tiv;i;ty	radioactivity	1010110100110
ra;di;o;ac;tive	radioactive	10101101000
ra;di;o;graph;ic	radiographic	101011000010
ra;di;o;log;i;cal	radiological	101011001100
ra;di;o;log;ic	radiologic	1010110010
ra;di;o;nu;clide	radionuclide	101011010000
ra;di;o;ther;a;py	radiotherapy	101011000110
ra;di;og;ra;phy	radiography	10101010100
ra;di;ol;o;gist	radiologist	10101011000
ra;di;ol;o;gy	radiology	101010110
ra;di;om;e;ter	radiometer	1010101100
ra;di;os	radios	101010
ra;di;um	radium	101010
ra;di;us	radius	101010
ra;dix	radix	10100
ra;don	radon	10100
ra;ga	raga	1010
ra;ia	raia	1010
ra;ja	raja	1010
ra;mon	ramon	10100
ra;ni	rani	1010
ra;pi;er	rapier	101010
ra;pid;i;ty	rapidity	10100110
ra;sa	rasa	1010
ra;ta	rata	1010
ra;ti;os	ratios	101010
ra;tio	ratio	10100
ra;tion	ration	101000
ra;tion;al	rational	10100010
ra;tion;al;i;ty	rationality	10100010110
ra;tion;al;i;za;tion	rationalization	101000101101000
ra;tion;al;ize	rationalize	10100010100
ra;tion;al;ly	rationally	1010001010
ra;tion;ale	rationale	101000100
ra;tions	rations	1010000
ra;vi;o;li	ravioli	1010110
ra;vine	ravine	101000
ra;ya	raya	1010
ra;zor	razor	10100
rab	rab	100
rab;bi	rabbi	10010
rab;bit	rabbit	100100
rab;ble	rabble	100100
rab;id	rabid	10010
rac;coon	raccoon	1001000
rac;er	racer	10010
rac;es	races	10010
rac;ing	racing	100100
rac;ism	racism	100100
rac;ist	racist	100100
rac;quet	racquet	1001000
rac;y	racy	1001
race	race	1000
race;course	racecourse	1000100000
race;track	racetrack	100010000
race;way	raceway	1000100
rack	rack	1000
rack;et	racket	100010
rack;ets	rackets	1000100
rad	rad	100
rad;i;cal	radical	1001100
rad;i;cal;ly	radically	100110010
rad;ish	radish	100100
raf;fle	raffle	100100
raf;fles	raffles	1001000
raff	raff	1000
raft	raft	1000
raft;er	rafter	100010
rag	rag	100
rag;ged	ragged	100100
rag;ged;y	raggedy	1001001
rag;ing	raging	100100
rag;lan	raglan	100100
rag;time	ragtime	1001000
rage	rage	1000
rags	rags	1000
rah	rah	100
rai;sin	raisin	100100
raid	raid	1000
raid;er	raider	100010
rail	rail	1000
rail;ing	railing	1000100
rail;road	railroad	10001000
rail;way	railway	1000100
rain	rain	1000
rain;bow	rainbow	1000100
rain;coat	raincoat	10001000
rain;fall	rainfall	10001000
rain;for;est	rainforest	1000100100
rain;i;er	rainier	1000110
rain;wa;ter	rainwater	100010100
rain;wear	rainwear	10001000
rain;y	rainy	10001
rains	rains	10000
rais;er	raiser	100010
rais;ing	raising	1000100
raise	raise	10000
raised	raised	100000
raj	raj	100
rak;ing	raking	100100
rake	rake	1000
raked	raked	10000
ral;lied	rallied	1001000
ral;ly	rally	10010
ral;ly;ing	rallying	10010100
ral;lye	rallye	100100
rall	rall	1000
ram	ram	100
ram;ble	ramble	100100
ram;bler	rambler	1001000
ram;bling	rambling	10010000
ram;ming	ramming	1001000
ram;page	rampage	1001000
ram;pant	rampant	1001000
ram;part	rampart	1001000
ramp	ramp	1000
ran	ran	100
ran;cho	rancho	100100
ran;cid	rancid	100100
ran;dom	random	100100
ran;dom;ly	randomly	10010010
ran;dom;ness	randomness	1001001000
ran;som	ransom	100100
ranch	ranch	10000
ranch;er	rancher	1000010
rand	rand	1000
rand;y	randy	10001
rang	rang	1000
rang;er	ranger	100010
rang;ing	ranging	1000100
range	range	10000
range;find;er	rangefinder	10000100010
ranged	ranged	100000
rank	rank	1000
rank;ing	ranking	1000100
rant	rant	1000
rap	rap	100
rap;id	rapid	10010
rap;id;ly	rapidly	1001010
rap;ids	rapids	100100
rap;ing	raping	100100
rap;ist	rapist	100100
rap;per	rapper	100100
rap;ping	rapping	1001000
rap;por;teur	rapporteur	1001001000
rap;port	rapport	1001000
rap;tor	raptor	100100
rap;ture	rapture	1001000
rape	rape	1000
rar;er	rarer	10010
rar;est	rarest	100100
rar;i;ty	rarity	100110
rare	rare	1000
rare;ly	rarely	100010
ras;cal	rascal	100100
ras;ter	raster	100100
rash	rash	1000
rasp;ber;ry	raspberry	100010010
rat	rat	100
rat;ed	rated	10010
rat;er	rater	10010
rat;i;fied	ratified	10011000
rat;i;fy	ratify	100110
rat;ing	rating	100100
rat;tan	rattan	100100
rat;tle	rattle	100100
rat;tle;snake	rattlesnake	10010010000
rat;tling	rattling	10010000
ratch;et	ratchet	1000010
rate	rate	1000
rates	rates	10000
rath	rath	1000
rath;er	rather	100010
rats	rats	1000
rau;cous	raucous	1001000
raun;chy	raunchy	1000100
rav;aged	ravaged	1001000
rav;el	ravel	10010
rav;en	raven	10010
rav;er	raver	10010
rav;ing	raving	100100
rave	rave	1000
raw	raw	100
raw;hide	rawhide	1001000
ray	ray	100
ray;on	rayon	10010
raz;er	razer	10010
razz	razz	1000
rcd	rcd	100
rct	rct	100
re;a;gent	reagent	1011000
re;a;lign;ment	realignment	10110001000
re;ac;ti;va;tion	reactivation	101010101000
re;ac;ti;vat;ed	reactivated	10101010010
re;ac;ti;vate	reactivate	1010101000
re;ac;tion	reaction	10101000
re;ac;tion;ar;y	reactionary	10101000101
re;ac;tive	reactive	10101000
re;ac;tor	reactor	1010100
re;act	react	10100
re;ad;mis;sion	readmission	10101001000
re;af;firm	reaffirm	10101000
re;al	real	1010
re;al;es;tate	realestate	1010101000
re;al;i;sa;tion	realisation	10101101000
re;al;i;ty	reality	1010110
re;al;is;ing	realising	101010100
re;al;is;ti;cal;ly	realistically	1010101010010
re;al;is;tic	realistic	101010100
re;al;ise	realise	1010100
re;al;ised	realised	10101000
re;al;ism	realism	1010100
re;al;ist	realist	1010100
re;al;iz;ing	realizing	101010100
re;al;ize	realize	1010100
re;al;ized	realized	10101000
re;al;lo;ca;tion	reallocation	101010101000
re;al;ly	really	101010
re;al;tor	realtor	1010100
re;al;ty	realty	101010
re;als	reals	10100
re;ap;pear	reappear	10101000
re;ap;ply	reapply	1010100
re;ap;point;ment	reappointment	1010100001000
re;ar;rang;ing	rearranging	10101000100
re;ar;range	rearrange	101010000
re;ar;range;ment	rearrangement	1010100001000
re;ar;ranged	rearranged	1010100000
re;as;sess	reassess	10101000
re;as;sess;ment	reassessment	101010001000
re;as;sign;ment	reassignment	101010001000
re;as;sur;ance	reassurance	10101001000
re;as;sure	reassure	10101000
re;au;thor;i;za;tion	reauthorization	101010001101000
re;bate	rebate	101000
re;bel;lion	rebellion	101001000
re;bel;lious	rebellious	1010010000
re;birth	rebirth	1010000
re;born	reborn	101000
re;bound	rebound	1010000
re;broad;cast	rebroadcast	10100001000
re;build	rebuild	1010000
re;build;ing	rebuilding	1010000100
re;buke	rebuke	101000
re;but;tal	rebuttal	10100100
re;cal;cu;lat;ed	recalculated	101001010010
re;cal;cu;late	recalculate	10100101000
re;call	recall	101000
re;cap	recap	10100
re;cap;ture	recapture	101001000
re;cast	recast	101000
re;ced;ing	receding	10100100
re;ceipt	receipt	1010000
re;ceiv;a;ble	receivable	1010001100
re;ceiv;er	receiver	10100010
re;ceiv;ing	receiving	101000100
re;ceive	receive	1010000
re;ceived	received	10100000
re;cent	recent	101000
re;cent;ly	recently	10100010
re;cep;ta;cle	receptacle	1010010100
re;cep;tion	reception	101001000
re;cep;tion;ist	receptionist	101001000100
re;cep;tive	receptive	101001000
re;cep;tor	receptor	10100100
re;cer;ti;fi;ca;tion	recertification	101001010101000
re;cer;ti;fied	recertified	10100101000
re;ces;sion	recession	101001000
re;ces;sive	recessive	101001000
re;cess	recess	101000
re;charg;ing	recharging	1010000100
re;charge	recharge	10100000
re;charge;a;ble	rechargeable	101000001100
re;charged	recharged	101000000
re;cid;i;vism	recidivism	1010011000
re;cip;i;ent	recipient	101001100
re;cip;ro;cal	reciprocal	1010010100
re;cip;ro;cat;ing	reciprocating	1010010100100
re;cir;cu;la;tion	recirculation	1010010101000
re;cit;al	recital	1010010
re;cit;ed	recited	1010010
re;cit;ing	reciting	10100100
re;cite	recite	101000
re;claim	reclaim	1010000
re;clas;si;fi;ca;tion	reclassification	1010001010101000
re;clin;er	recliner	10100010
re;clin;ing	reclining	101000100
re;code	recode	101000
re;coil	recoil	101000
re;com;bi;na;tion	recombination	1010010101000
re;com;pile	recompile	101001000
re;con	recon	10100
re;con;nais;sance	reconnaissance	10100100010000
re;con;nec;tion	reconnection	101001001000
re;con;nect	reconnect	101001000
re;con;sid;er	reconsider	1010010010
re;con;sid;er;a;tion	reconsideration	101001001011000
re;con;sti;tu;ted	reconstituted	1010010010100
re;con;sti;tu;tion	reconstitution	10100100101000
